Date,Open,High,Low,Close,Volume,Prev_Close,MA5,MA10,MA50,Return,Target
2016-03-14,934.2324883786988,948.4714255428112,925.5309156672968,931.4638061523438,1636742.0,935.518310546875,931.867431640625,920.9074340820313,915.9534362792969,-0.00433396583350798,921.5361938476562
2016-03-15,929.1105763715938,934.8259090306572,917.6601154362684,921.5361938476562,1623356.0,931.4638061523438,929.9372436523438,926.9629089355469,915.315283203125,-0.010658076287146434,920.4093017578124
2016-03-16,915.6431915344302,922.3671372174044,912.4393905539944,920.4093017578124,1918246.0,921.5361938476562,927.5483276367188,928.9563537597656,915.0239074707031,-0.001222840836168082,930.2974853515624
2016-03-17,923.158217612067,934.1538660806616,922.3671651548158,930.2974853515624,2221088.0,920.4093017578124,927.84501953125,930.2695129394531,915.0932568359375,0.010743246048106503,959.4874267578124
2016-03-18,933.441983631302,961.1288221288404,933.441983631302,959.4874267578124,3204070.0,930.2974853515624,932.6388427734375,932.3539916992188,915.4887475585938,0.03137699699921148,967.5557861328124
2016-03-21,959.5463820779572,970.9968441176547,957.1732253209632,967.5557861328124,2336982.0,959.4874267578124,939.8572387695312,935.8623352050781,916.1272766113282,0.00840903085334177,978.1759033203124
2016-03-22,965.8749996298058,982.882626568414,963.6996054864954,978.1759033203124,1951984.0,967.5557861328124,951.1851806640623,940.5612121582031,916.7702734375,0.010976232419576792,978.4524536132812
2016-03-23,984.0293135031848,984.0293135031848,971.9262731759144,978.4524536132812,2278434.0,978.1759033203124,962.7938110351561,945.1710693359375,917.6969763183594,0.0002827204105417813,978.2946166992188
2016-03-28,985.2559175281604,995.598890642156,973.6076884382346,978.2946166992188,3320882.0,978.4524536132812,972.3932373046873,950.1191284179688,918.8990856933593,-0.00016131280930375969,976.712158203125
2016-03-29,980.1137214471428,983.6536608942116,971.0166207234608,976.712158203125,1838796.0,978.2946166992188,975.83818359375,954.2385131835938,920.4471533203125,-0.001617568439079231,984.6622314453124
2016-03-30,977.305407318659,990.7928860295272,972.9942114301944,984.6622314453124,2136504.0,976.712158203125,979.25947265625,959.5583557128906,922.1573803710937,0.008139627602069766,996.8446655273438
2016-03-31,980.232565721364,1008.5917739344844,977.8000217399394,996.8446655273438,4363964.0,984.6622314453124,982.9932250976562,967.0892028808594,924.2509350585938,0.012372195960181909,970.581787109375
2016-04-01,990.7932162949324,997.0623457302316,962.7504449264052,970.581787109375,3041400.0,996.8446655273438,981.419091796875,972.1064514160156,925.6886291503906,-0.02634600888803007,977.4439086914062
2016-04-04,971.4121354561836,984.0689710973064,967.852400432118,977.4439086914062,1752352.0,970.581787109375,981.2489501953125,976.82109375,927.250546875,0.007070111631157117,974.08203125
2016-04-05,977.266036087747,982.8428968949048,965.8946592129374,974.08203125,1491794.0,977.4439086914062,980.7229248046875,978.2805541992187,928.7389123535156,-0.0034394581740317953,981.6563110351562
2016-04-06,976.9495884854624,984.464585319966,972.7372736222492,981.6563110351562,1763150.0,974.08203125,980.1217407226562,979.6906066894531,930.537763671875,0.007775813065185488,977.2659912109376
2016-04-07,980.9048123309786,982.763765848,971.8077112488768,977.2659912109376,2390942.0,981.6563110351562,976.206005859375,979.5996154785156,931.9225036621094,-0.004472359393878911,961.9393920898438
2016-04-08,975.3674855649303,978.413017606084,959.9419657202296,961.9393920898438,1399500.0,977.2659912109376,974.4775268554688,977.9483093261719,932.9303051757812,-0.015683139758196796,991.4456176757812
2016-04-11,962.3151544017971,995.5393520876792,954.404631143254,991.4456176757812,2400648.0,961.9393920898438,977.2778686523437,979.2634094238281,934.4087817382813,0.030673684671374435,995.9942626953124
2016-04-12,988.0244483845892,998.7036557930696,984.1087776270851,995.9942626953124,1303628.0,991.4456176757812,981.6603149414062,981.1916198730469,935.8876586914063,0.004587891598325289,999.17822265625
2016-04-13,1000.6812414621572,1006.6141341980988,993.7595332702252,999.17822265625,1601468.0,995.9942626953124,985.164697265625,982.6432189941406,936.95478515625,0.0031967653632074544,996.6273193359376
2016-04-18,970.2259408001012,1009.9763309551804,965.0840992875036,996.6273193359376,7121504.0,999.17822265625,989.036962890625,982.621484375,937.8807141113281,-0.0025530013189548617,969.177490234375
2016-04-20,1002.6191472389054,1002.6191472389054,965.0837561676556,969.177490234375,6405024.0,996.6273193359376,990.4845825195313,982.4810546875,938.2940307617188,-0.02754272190717455,958.9140014648438
2016-04-21,969.435040530326,975.9216337548494,954.0885995232792,958.9140014648438,2525724.0,969.177490234375,983.9782592773438,980.6280639648437,938.3581140136719,-0.010589895940576577,956.0065307617188
2016-04-22,956.777787466098,963.264377908063,950.9239809459808,956.0065307617188,1964126.0,958.9140014648438,975.980712890625,978.8205139160157,938.3343872070312,-0.0030320453123883206,969.5337524414062
2016-04-25,950.1727611751168,971.8278240802337,950.1727611751168,969.5337524414062,2267654.0,956.0065307617188,970.0518188476562,977.6082580566406,938.5661682128906,0.014149716810939905,984.7811889648438
