Date,Close,High,Low,Open,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2016-01-01,250.29432678222656,250.6391639718232,247.39770000219926,248.8345216255186,3195076
2016-01-04,246.0988311767578,249.20236617992106,245.54708600805492,249.20236617992106,5187536
2016-01-05,244.23667907714844,247.0873386345374,243.99528183246036,246.02981552725706,3160872
2016-01-06,245.31716918945312,247.5356273714684,242.91481467881343,242.91481467881343,4165536
2016-01-07,242.8113250732422,244.8113974173338,241.31703072942503,243.70790729211637,6055428
2016-01-08,244.2251739501953,244.71944617553422,243.05273317903576,244.13321175849399,3488356
2016-01-11,243.3630828857422,243.91482797725706,240.30554344442083,241.8573107289133,3288912
2016-01-12,240.68484497070312,244.58152192834712,239.8917306847434,244.58152192834712,4258736
2016-01-13,243.71945190429688,244.3171641244324,238.39745866575996,241.84583077760797,4515148
2016-01-14,241.32855224609375,243.08722747018803,238.97216485812282,241.42051443967202,6279184
2016-01-15,239.5813751220703,242.6389145041291,238.65030354425284,240.92623446331288,5417260
2016-01-18,235.83413696289062,239.42043794890995,234.71916904962694,238.08708438461764,6495388
2016-01-19,238.12159729003906,238.52390736497006,235.93762831184225,236.14450818575347,6405212
2016-01-20,234.0984649658203,254.7197312103512,231.70760226142275,235.63874051499096,9563588
2016-01-21,235.17893981933594,237.53532704626477,232.97198763889384,234.71915694578885,6300804
2016-01-22,236.857177734375,240.0641523121796,234.96055919577933,235.7996545891503,4236284
2016-01-25,239.35150146484375,240.6273822422081,237.48938623374264,239.07561487247008,10143884
2016-01-27,238.08709716796875,241.08716389589648,237.47787918380914,241.02969103065354,4039468
2016-01-28,237.1790008544922,240.6733677781333,236.78819660952857,238.8572196866992,9951972
2016-01-29,241.3515167236328,242.52395742615562,237.98360159804656,237.98360159804656,5360184
2016-02-01,243.62745666503906,245.29416962641818,242.2366022100304,243.22514663987857,4609484
2016-02-02,242.25961303710938,244.89185882536577,241.43198139477948,244.83438596481068,6528628
2016-02-03,239.97218322753906,241.70787489122156,239.5468896598251,240.12161828184963,4850244
2016-02-04,241.2021026611328,242.51250078858456,240.3630213031543,240.92624414110176,5675992
2016-02-05,242.5929412841797,244.55852431506167,240.37448328269042,242.02971848314886,7523904
2016-02-08,238.13307189941406,243.22517353641422,236.8571910877096,242.53549913130152,3481924
2016-02-09,235.88014221191406,237.14454523362556,234.6387227234674,236.02954920959675,5535460
2016-02-10,232.86854553222656,236.8226812521729,232.2133464852157,235.38585969924623,7682280
2016-02-11,224.21315002441406,232.88006133241632,222.58092618442217,232.1903869158346,8803600
2016-02-12,223.31655883789062,226.7764223338848,222.07513940255922,225.06372823509884,12542144
2016-02-15,223.82232666015625,227.19024226431407,223.2475979926523,225.293637661551,10912960
2016-02-16,223.78782653808594,225.7533955566507,221.15556672657635,225.63844983589885,7136096
2016-02-17,224.12118530273438,225.27064257881474,220.46590555221445,224.58096821316653,7503924
2016-02-18,227.4661102294922,227.87991205543173,224.60395871692992,226.67298187808896,6799856
