Date,Close,High,Low,Open,Volume
,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
2016-01-01,144.5091552734375,145.02579590409113,141.3298574695839,143.06853761420095,3112190
2016-01-04,140.1475067138672,144.45942842398938,139.8593893402766,144.45942842398938,6112235
2016-01-05,140.63436889648438,141.63783012569996,140.08792360925383,140.7039082093579,3449210
2016-01-06,139.80975341796875,141.28017578815022,138.49828456558086,139.8892377569093,3008320
2016-01-07,137.4352264404297,139.69054739088725,136.93846064623747,138.59765657962882,3163480
2016-01-08,138.1207275390625,139.8892120654569,137.8127352572871,137.94188401927,2230145
2016-01-11,139.2632598876953,140.03821297417807,135.3189399977366,137.10729910503613,2888295
2016-01-12,137.50477600097656,139.23352655104483,136.0244235265782,139.0745578466521,4170100
2016-01-13,136.9384307861328,139.22355597315192,135.56735264190422,138.70691541502313,3366030
2016-01-14,135.9349822998047,137.29611555544324,133.72934123499527,135.51768574368438,4452225
2016-01-15,134.24595642089844,136.92850329907625,133.3319093622938,135.00104997893968,5443705
2016-01-18,132.61654663085938,136.4714527212055,131.76210915186772,134.3254215888427,11034040
2016-01-19,132.87489318847656,134.3254405242138,131.8515570724157,133.1431357477723,5526025
2016-01-20,131.67271423339844,139.09439494807776,129.675721592132,131.1461438081876,3551885
2016-01-21,131.31504821777344,134.5539552449767,129.35779007394692,133.43127502995125,4253900
2016-01-22,135.72633361816406,136.90863848345293,131.9807157619325,133.33191915653592,5008920
2016-01-25,135.31893920898438,136.11376715871594,134.02734568568084,136.11376715871594,3534325
2016-01-27,134.04725646972656,135.59716304893593,132.40793570173656,135.12027221535297,3278810
2016-01-28,131.7919464111328,135.12028297491761,131.19583661170773,134.12675148245498,7343655
2016-01-29,135.83560180664062,136.31249259023295,132.0403049286557,132.0403049286557,8227885
2016-02-01,136.6503143310547,137.30604875223693,135.02092329544533,135.7462121977018,2962850
2016-02-02,134.55397033691406,137.306056971092,133.43128999596578,136.51122870027197,3006535
2016-02-03,132.24896240234375,133.5306112102079,131.48393899605273,133.5306112102079,6035160
2016-02-04,134.37513732910156,135.2792546456704,132.86496518231593,133.21270727640785,2412730
2016-02-05,137.50477600097656,138.55793229751083,134.2161886243136,134.5241810140182,9341885
2016-02-08,133.74920654296875,138.05119978497584,133.19283132498785,138.05119978497584,2869680
2016-02-09,134.53408813476562,135.12026801198527,131.61310344477516,132.7258537418817,4489805
2016-02-10,132.6066436767578,135.1103471724187,131.3746592226832,134.52415209599337,4981775
2016-02-11,124.976318359375,132.53708549967715,124.19142762716614,132.53708549967715,7927835
2016-02-12,123.59530639648438,126.57590056562768,121.94604065113779,125.18495510401888,6502565
2016-02-15,124.24110412597656,126.45667489466331,123.60524463881636,124.58883859863559,6381475
2016-02-16,123.2475814819336,125.18496481007206,122.20437040983225,125.16509751595629,3703345
2016-02-17,124.25102233886719,125.16507689854247,121.21081897702422,122.99917835460379,4779580
2016-02-18,126.28778076171875,126.72493701683726,124.02253031254692,125.18496026724668,4248325
2016-02-19,125.42340087890625,127.15215095965422,124.25103353244126,125.69165859973123,2934240
2016-02-22,127.21176147460938,127.60918315468233,125.6121827975658,125.97979216660066,2222910
2016-02-23,123.79400634765625,126.97331125815163,123.19788904570173,126.97331125815163,3176410
2016-02-24,122.94950866699219,125.17501684287564,122.50242257658392,123.26743840640411,3347355
