Date,Close,High,Low,Open,Volume
,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
2016-01-01,94.66129302978516,95.01260792080147,92.94372675898626,93.6463654755549,2771977
2016-01-04,92.92420959472656,95.55911161878045,91.98736090245151,94.07576413328809,3125131
2016-01-05,94.40755462646484,95.34440320572875,93.31455717187742,93.68539399851683,3646312
2016-01-06,92.72901916503906,94.5832121469025,91.59698677767985,94.46609826219965,3007210
2016-01-07,88.45462036132812,91.30421878554664,87.45921489563025,90.1721864124388,7609386
2016-01-08,89.84037017822266,90.48446069451386,88.08376942601045,89.00110477875238,6898318
2016-01-11,88.02523040771484,88.70835603966405,86.717545022489,88.22041426514906,6413395
2016-01-12,86.40524291992188,87.55679712422457,85.87826624188993,87.43968325396513,5543673
2016-01-13,87.1274185180664,87.42018537536197,84.92191057564929,87.04934854739231,5384575
2016-01-14,87.14692687988281,88.02522740476809,84.55106028847511,86.24911333064095,6523576
2016-01-15,85.66358184814453,87.59584483944039,85.01949120620084,87.59584483944039,4512582
2016-01-18,83.69229888916016,85.09757644340836,82.46267432829039,84.70722653085986,5734035
2016-01-19,85.0975570678711,85.6440557555456,82.56024747586898,84.16070855652535,3797908
2016-01-20,83.26288604736328,83.96552466412105,81.66242496758436,83.57517484066382,6518908
2016-01-21,80.92074584960938,83.82890097596798,80.39376915661504,83.39950726491533,8879593
2016-01-22,84.4144515991211,84.70721847295094,81.89665469727711,82.7359203312251,7253737
2016-01-25,85.74163818359375,86.366206766837,84.53153599515163,86.03440498619321,4864044
2016-01-27,85.25371551513672,86.5614009732328,84.70721676603098,85.76117034295169,6744064
2016-01-28,85.8392562866211,86.19057119621081,84.02409798286311,85.09757360841424,8761006
2016-01-29,88.31798553466797,88.9425541395652,86.26861784541961,86.38573171814679,12759739
2016-02-01,87.84957122802734,88.92304662981398,86.48332006080658,88.92304662981398,3822741
2016-02-02,84.53155517578125,87.59585078750169,84.08264835914524,86.73706320659547,6900480
2016-02-03,83.16529846191406,84.70720251568031,82.09181417040521,83.4190213658697,4843966
2016-02-04,85.87826538085938,86.07344027177844,84.41443136263184,85.05851296993167,6016540
2016-02-05,85.8587646484375,86.60043835180248,84.921916005907,85.99539157312137,5710669
2016-02-08,83.55565643310547,85.95634815479654,82.6188078824599,85.87827818678734,2764110
2016-02-09,85.15613555908203,85.70263438505853,82.16990951233409,82.32605841585381,3651745
2016-02-10,83.34095764160156,84.31685008839557,82.28700416312456,83.4775845497504,4066759
2016-02-11,79.30078125,83.49710907205936,78.09067886740024,83.45807408775195,8787048
2016-02-12,75.4362564086914,78.07115809490809,73.28930096827075,78.07115809490809,10102654
2016-02-15,78.20777893066406,78.53958074379983,75.98274922611347,77.52465334619174,7157805
2016-02-16,78.05165100097656,80.45233402568394,77.32949032362978,79.4959634211341,10491013
2016-02-17,78.20777893066406,78.85186953326951,76.9781546655208,78.07115202686266,7290019
2016-02-18,81.6234130859375,82.20894692137331,79.24224275080101,79.49597467512568,7799662
2016-02-19,82.42362213134766,82.79445893812604,80.41328923049515,80.78412603727354,5419069
2016-02-22,83.69229888916016,83.96554382794412,82.24797740912032,82.75544122997017,3601842
2016-02-23,83.77035522460938,85.01949261034072,82.69687973817611,84.19974899299683,3593367
2016-02-24,81.74050903320312,83.0677163859131,81.27208028091273,83.0677163859131,2618155
2016-02-25,84.4144515991211,85.01949837328362,81.81858472219395,82.91158224243021,5778484
2016-02-26,84.33637237548828,85.31225589154587,83.57517680009818,84.86334911677798,4205824
2016-02-29,75.76805114746094,86.30765690467071,75.14348251303969,84.80478779048198,23809857
2016-03-01,74.75313568115234,75.68998872612481,73.60158575068587,75.68998872612481,23118147
2016-03-02,76.09986114501953,77.01720563928735,74.9873506580682,75.8851731923464,15524956
2016-03-03,76.9781723022461,78.40297180316429,75.63145171748522,76.7049273665739,16866745
2016-03-04,78.34442901611328,79.7887416416205,77.68082519348532,78.0321401342392,22523046
2016-03-08,78.79332733154297,80.54992864772976,78.46152545634344,79.14465116859485,12258796
2016-03-09,80.12052154541016,80.41328838288977,78.57861739262215,78.8518712060217,7688815
2016-03-10,80.29618072509766,81.56483995620826,79.76920400923186,81.56483995620826,13467873
2016-03-11,80.06196594238281,81.03784935170015,78.92993368256614,81.03784935170015,14262115
2016-03-14,81.29161834716797,81.58438529071664,80.31573449169778,80.9988514036193,7498647
2016-03-15,80.95978546142578,81.15496930554492,80.04244998457673,80.41328678005458,5504455
2016-03-16,80.9010238647461,81.7825119856684,80.27418846544316,81.21443708091711,5188654
2016-03-17,83.15370178222656,84.19189637441966,81.68455510762892,81.70414791453808,8394324
2016-03-18,84.07439422607422,84.23110086531078,83.25167540311962,83.7413881342152,6776230
2016-03-21,84.87751770019531,85.2105237469261,83.44754739354141,83.83932290550294,5801745
2016-03-22,84.66204833984375,85.85695881438353,84.231096139161,84.87752444018513,6610557
2016-03-23,84.07439422607422,85.30848142746876,83.01660647730212,84.77958306960139,5978227
2016-03-28,83.8197250366211,85.68064739743805,83.21248244503467,84.81874311652713,7205974
2016-03-29,83.15370178222656,84.62284845682422,82.54645030547836,84.60325564991506,5003185
2016-03-30,85.36721801757812,85.79817012170757,83.17329878201755,83.44753532385256,5849823
2016-03-31,83.87849426269531,85.23011117498845,83.11453609775043,84.11355417485026,18261630
2016-04-01,81.80208587646484,84.21149003398449,81.52784934567778,84.03519063785576,10266195
2016-04-04,81.21443939208984,81.74333765987095,80.13706798040117,81.66497538663732,5494027
2016-04-05,80.50924682617188,81.6845642980868,79.94118089932799,80.70513008250414,4906771
2016-04-06,80.74430847167969,81.48868279568528,79.92158981041565,80.97937735129862,4317508
2016-04-07,81.3907470703125,82.07635202018093,80.97938768717626,81.90005257970482,5045077
2016-04-08,80.763916015625,82.05676370503062,80.56803271934007,81.41034434380907,2418253
2016-04-11,81.33196258544922,81.9783907588624,80.39171402143778,81.72373805118087,5192644
2016-04-12,82.8011245727539,83.31043008160836,81.1556870419466,81.42992364142714,6343279
2016-04-13,83.58467864990234,84.38781359909639,83.36920254480518,84.2310979982315,6437622
2016-04-18,81.3124008178711,82.95784746028104,80.74432578999684,82.95784746028104,4950201
2016-04-20,82.21346282958984,82.5464688863262,81.50827406044002,81.84128011717637,4820409
2016-04-21,83.42796325683594,84.01562210239653,82.95784335395736,83.11454998825022,7037139
2016-04-22,84.66204833984375,85.15176104346187,83.3104312348601,84.58369502462182,4497202
2016-04-25,83.17330932617188,84.79916287628036,82.93824043640984,84.79916287628036,2813826
2016-04-26,83.95687103271484,84.46617661836248,82.64443040562003,83.13414317629812,4140094
2016-04-27,86.89515686035156,87.6591151620681,84.58369810916334,84.62287476820296,10536442
2016-04-28,84.95587158203125,88.30552488265572,84.3290361388431,87.09103065104357,11597841
2016-04-29,85.11257934570312,86.48378918177382,84.46616004992042,85.42600155499294,6088467
2016-05-02,85.3084716796875,86.54254977310734,84.62286676092428,85.40640883453823,4911861
2016-05-03,84.34862518310547,86.07241584967565,83.44754422984455,85.81777208856047,5806392
2016-05-04,82.52689361572266,84.34863967833658,82.27224084388455,84.15274741263795,4247746
2016-05-05,82.4681167602539,83.54549722426368,82.27223347905297,83.0361917261794,4590195
2016-05-06,81.66497802734375,82.52688235813399,81.13608870942167,82.48770570373092,3327823
2016-05-09,82.89906311035156,83.25166195865464,81.91962883936841,82.23305103418906,4008649
2016-05-10,81.44951629638672,83.03619332201255,80.82268081753502,83.03619332201255,3924151
