Date,Close,High,Low,Open,Volume
,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS
2016-01-01,375.330810546875,378.8311820859699,374.21215236337684,378.8311820859699,312042
2016-01-04,372.6965637207031,376.2329684986614,364.46893063669216,375.33081768025374,2684305
2016-01-05,376.6659851074219,377.6763674806016,372.8408308258055,373.09345945684646,1707124
2016-01-06,378.9754333496094,380.34671997915206,375.8720438752146,376.73811732280336,1456740
2016-01-07,368.6548767089844,377.0629393884291,363.74718539859316,376.0885901401992,2014798
2016-01-08,376.84637451171875,379.80541092444497,370.06218423089626,372.40777584230614,1426135
2016-01-11,366.1288757324219,373.1295748244953,365.0823940084587,373.1295748244953,1791903
2016-01-12,366.2010498046875,367.5723146211727,359.4168801664188,366.5980093733846,1836753
2016-01-13,364.0719299316406,369.70134125191214,358.514673044192,366.63402900140824,1431164
2016-01-14,370.96435546875,372.4077965406129,356.56602196685304,358.69510635791585,2022474
2016-01-15,375.6916809082031,382.47587273514023,369.41272437870805,374.57302269480743,1612782
2016-01-18,373.4183044433594,380.3107282563341,371.1087894140532,372.40787785230816,1035936
2016-01-19,369.8818054199219,376.44944522285607,368.1496803946957,373.8512686975991,978429
2016-01-20,365.912353515625,370.09832429212815,363.45850781818643,366.0927836702185,2002842
2016-01-21,366.1649475097656,372.6243336063597,365.5875578198787,366.63406149049814,1873696
2016-01-22,371.14483642578125,372.9491380126834,363.5306925391203,370.2426856323301,894565
2016-01-25,371.361328125,378.0011664944919,370.60353030056626,373.1295524155653,689789
2016-01-27,363.0615234375,372.1191077686867,361.5820050810662,370.9643724783793,2171390
2016-01-28,360.8963623046875,367.53620036033993,357.90122634350445,364.46888793710684,2091098
2016-01-29,361.8706970214844,364.93800950864573,355.772171291521,360.86029260721705,1583928
2016-02-01,359.128173828125,374.13997547570034,358.081670151372,364.4328246263648,2717866
2016-02-02,342.4203186035156,360.3911556229891,340.72427093151157,357.9733874118483,5733789
2016-02-03,340.79644775390625,344.1163446173457,335.9609113264676,339.9303742959533,2019903
2016-02-04,338.81170654296875,345.6319522341999,335.6722178794676,345.6319522341999,1465102
2016-02-05,342.88946533203125,343.75551684669944,337.8374210750559,340.5799505759193,1196754
2016-02-08,339.67779541015625,347.8693286113273,337.90959315824733,340.2912623241511,598666
2016-02-09,323.51123046875,337.6569573884228,322.2121423131849,335.6000494544757,2352111
2016-02-10,317.8457336425781,323.25863790088215,315.21145797523627,323.25863790088215,2686031
2016-02-11,311.74713134765625,319.79430929311457,309.6180473865664,317.8456554295694,1731120
2016-02-12,310.3398742675781,316.94361369870387,306.9117012378781,316.1136393702307,1443312
2016-02-15,310.5563659667969,316.9075204741021,308.96859385884414,311.89155348439596,1888109
2016-02-16,305.1795959472656,314.9589024154232,302.87008094603124,313.9124206376509,979478
2016-02-17,310.0151062011719,311.42247032324406,299.62233291755007,304.8187305719445,1169666
2016-02-18,309.9068908691406,314.59807582322105,305.2157059150602,313.91245431426495,1262032
2016-02-19,317.91796875,319.3974873767944,307.84995616226547,309.3294968142277,1644603
2016-02-22,311.5668029785156,318.9283401468265,307.84992413538686,317.95401289693024,1155619
2016-02-23,309.3294677734375,312.071997369344,306.009548455911,311.5668061412379,1074713
2016-02-24,304.6021423339844,308.8963883180978,301.9317895753041,306.7312267177373,822293
2016-02-25,300.4523010253906,305.8652059587702,296.6271903492023,304.49394111401404,2406282
